"","Name","State","District","tehsil","village","shape_length","shape_area","longtitude","latitude","electricity","treated_water","electronics","phone","transport"
"1633","Dhilwan  (416)",3,35,204,28899,0.0839831449931,0.00022910428985,75.0810970360001,31.9440874278563,94.4,40.6,33.7333333333333,69.3,50.6
"1634","Rauwal (417)",3,35,204,28900,0.0793242203211,0.000280690830704,75.0662208193446,31.9413606139559,98.8,38.4,27.4666666666667,68.4,37.9
"1635","Sangtawal (381)",3,35,204,28901,0.0698606903044,0.000109652722382,75.0579431233061,31.9307018313428,94.2,30.4,34.8,72.4,46.3
"1636","Gillanwali (380)",3,35,204,28902,0.0672037286557,0.000187422441319,75.0514001107949,31.922711424025,95.5,13.4,30.1,61.9,36.6
"1637","Rajeke (378)",3,35,204,28903,0.0238218272219,1.00862606068e-05,75.0421826850928,31.9210635998087,99,25.5,32.3666666666667,69.6,46.1
"1638","Chak Mehman (377)",3,35,204,28904,0.0818936343378,0.000215819660845,75.0296447088504,31.9259453828969,99.1,54,34.8,77.8,62
"1639","Bomb (376)",3,35,204,28905,0.0344217792974,5.82801946006e-05,75.0343592848478,31.9315042993661,100,59.6,41.6666666666667,98.1,94.2
"1640","Raimal (379)",3,35,204,28906,0.0508569067358,0.000124481451884,75.0450182443154,31.9320752759758,88.5,14.4,32.0666666666667,82.7,35.6
"1641","Mahlowali  (375)",3,35,204,28907,0.0661734791394,0.000175320683312,75.0305622240002,31.9403776266827,98.4,42.1,31.4666666666667,86.5,58.7
"1642","Udhowali Kalan (373)",3,35,204,28908,0.117557884984,0.000380259215284,75.039461506367,31.9494379275327,97.7,10.5,35.6333333333333,76.2,57.8
"1643","Padda (371)",3,35,204,28910,0.0914214019228,0.000310055988341,75.027257513249,31.9702790772084,92.6,41.9,31,79,57.7
"1644","Tarowali  (372) ",3,35,204,28911,0.0566142209932,0.000131637474416,75.0374474691594,31.9720334391076,100,18.6,26.3666666666667,65.2,30.2
"1645","Nurpur (419)",3,35,204,28912,0.0683939609533,0.000100587990181,75.0446113995348,31.9679882027667,94.9,22.1,26.5666666666667,66.1,52.6
"1646","Gazi Nangal (418)",3,35,204,28913,0.0618141220133,0.000206937403716,75.0560615111334,31.9507410975296,98.5,57.6,34.9,94.8,68.2
"1647","Dharowali (420)",3,35,204,28914,0.0912304146231,0.000194739627659,75.0493495644169,31.9714764042083,98.4,64.7,41,97.6,78.3
"1648","Haveli Kalan (460)",3,35,204,28915,0.0356262580489,5.44977980462e-05,75.0424892456993,31.9853233726199,91.5,31,37.1,85.9,73.2
"1649","Behlolpur  (457)",3,35,204,28918,0.0677129161241,0.000164532218291,75.0591147363618,31.9898146570473,97.4,1.8,32.4666666666667,81.6,62.3
"1652","Talwandi Goraya (453)",3,35,204,28921,0.0753243014126,0.000186804725988,75.0812390895001,32.0112657008066,89.1,14.5,31.8666666666667,85.1,63.6
"1654","Qadian Gujjran (434)",3,35,204,28923,0.057433867511,0.000196073739901,75.0831242466829,32.0206729280924,99.1,58.2,32.1666666666667,93.1,71.3
"1655","Shahpur Goraya (433)",3,35,204,28924,0.105762583732,0.000468726618265,75.0985786680097,32.0272509341586,89.6,43.1,31.4,76.4,42.7
"1657"," Bhagtana Boharwala (438)",3,35,204,28926,0.0875022477053,0.000340854661819,75.0901389517491,32.0538758926434,82.5,48.1,31.8666666666667,74.8,47.6
"1658","Bhagtana Tulianwala (437)",3,35,204,28927,0.0864578982562,0.000263803629779,75.0761578047501,32.047946051845,92.4,36.6,33.7,74.4,56.3
"1660","Haruwal (439)",3,35,204,28929,0.0782697286574,0.000294197512378,75.0600929963224,32.0434540583645,96.4,18.7,34.0333333333333,75.2,51.3
"1661","Sadhanwali (441)",3,35,204,28930,0.0448079593656,0.000109077920865,75.0490666235099,32.0435104252242,100,8.6,33.8,89.9,60.9
"1662","Chandu Nangal (445)",3,35,204,28932,0.0434041735326,5.51759985703e-05,75.0398109914188,32.0335906484644,100,44.8,32.8666666666667,82.1,49.3
"1664","Machharala (449)",3,35,204,28934,0.0468432948674,0.000103610553835,75.0676155681859,32.0256129885129,100,34.1,30.2,87.1,47.1
"1666","Khalilpur (451)",3,35,204,28936,0.037713776653,4.90461829823e-05,75.0555370243508,32.0133077931503,100,40.7,38.2666666666667,77.8,51.9
"1667","Chakanwali (456)",3,35,204,28937,0.0552391759917,0.000101229931066,75.0585610003277,31.9978382372046,100,33.9,35.1333333333333,96.4,57.2
"1669","Kahlanwali(447)",3,35,204,28941,0.0616051941453,0.000179491777937,75.0477161515615,32.0122294873176,98.7,14.2,34.0666666666667,63.5,46.7
"1670","Jaurian Kalan (466)",3,35,204,28942,0.112525967781,0.000283772463063,75.0303572840002,32.0191026382333,98.3,25.5,28.8333333333333,77.9,35.5
"1672","Ratta  (465)",3,35,204,28945,0.113033249141,0.00057701262389,75.0239673264998,31.9906380527805,89.6,6.6,30.0666666666667,83,59.5
"1673","Shahpur Jajan (370)",3,35,204,28946,0.18211521176,0.00108269710176,75.0052134026019,31.966153849314,92.1,17,31.3666666666667,73.5,40.5
"1674","Nikko Sarai  (367)",3,35,204,28947,0.10224553858,0.000306359622816,74.9982112259111,31.9482602379156,93.3,37.4,30.6333333333333,83.7,49.7
"1675","Talwandi Rama (368)",3,35,204,28948,0.109332172029,0.000378381882692,74.9888070660558,31.9485492472687,98.3,38.1,30.5333333333333,83,42.7
"1677","Malewal (350)",3,35,204,28950,0.0621247485283,0.000232966448963,74.9806382957115,31.932866835515,85.2,40.4,29.7,78.7,60.7
"1678","Kotli Viran  (348)",3,35,204,28951,0.0376058086487,6.69934128982e-05,74.9656220000078,31.921576925826,91.9,35.1,33.3333333333333,83.8,59.5
"1679","Paracha (347)",3,35,204,28952,0.0595433306648,0.000162454474434,74.9536079058653,31.9272919150971,95.5,12.8,33.3333333333333,86.6,43
"1681","Sharfkot (342)",3,35,204,28955,0.145536395843,0.000271299763411,74.9538138985001,31.9030820691831,100,29.1,32.3666666666667,81.4,48.3
"1683","Hardowal (341)",3,35,204,28957,0.190916651974,0.00146963556965,74.9144892442411,31.9168352443159,88.9,43.4,30.0333333333333,77.6,57.8
"1684","Tarpala (344)",3,35,204,28958,0.0826032810526,0.000245930936891,74.9347724225407,31.9207351898978,98.6,36.2,28.8333333333333,75.2,58.2
"1685","Kot Maulvi  (346)",3,35,204,28959,0.0592845862736,0.000201475188664,74.9357240965308,31.9356100278075,98.6,1,32.2666666666667,84.3,48.8
"1686","Pabbarali (349)",3,35,204,28960,0.102838673812,0.000604502636209,74.9579219697322,31.9404805036996,95.3,20.8,31.0666666666667,82.5,53.4
"1687","Kathiala (369)",3,35,204,28961,0.104320780709,0.000413515481625,74.974591858509,31.9525272171368,96.2,22.8,27.7,80.4,51.6
"1689","Khode Bet (481)",3,35,204,28963,0.0967860397903,0.000434611509044,74.9911558810011,31.989754981957,97.8,29.9,37.7,82.5,57.7
"1691","Mulowali  (480)",3,35,204,28965,0.0773949880257,0.00026395243957,75.0103817488411,32.0005174500195,96.6,50,31.1,84.7,48.3
"1693","Pakhoke Mehmaran (468)",3,35,204,28967,0.0375941126767,7.33629767644e-05,75.01400942554,32.0155391007019,87.4,33,37.7666666666667,95.3,53.5
"1694","Veroke (470)",3,35,204,28968,0.0623141249047,0.000122324712158,75.0160089264334,32.0244405921479,100,36.7,32.2,93.3,50
"1697","Palla Nangal (471 )",3,35,204,28972,0.0473394139441,9.50380100535e-05,75.0108445012251,32.0321571124928,100,11.1,29.6333333333333,72.3,44.4
"1698","Thetharke(472) ",3,35,204,28973,0.120904776484,0.000461288497409,74.9980962557824,32.0253302780707,96.8,43.5,32.7333333333333,81.5,47.5
"1699","Gola Dhola (473)",3,35,204,28974,0.0741200801192,0.000307995419694,74.9824687885592,32.0346522307278,100,2.2,34.0666666666667,71.1,57.8
"1700","Dharamkot Randhawa (477)",3,35,204,28976,0.0305765340996,4.2149764532e-05,74.9706764532315,32.0234064411441,89.7,14.1,27.0666666666667,67.5,38.4
"1701","Rattar Chhattar (478)",3,35,204,28977,0.0991742521496,0.000294224690521,74.9800524384911,32.015015452638,99.2,55.6,33.8333333333333,78.2,61.6
"1703","Shezada (484)",3,35,204,28979,0.14086696757,0.000447101068398,74.9653080662968,32.0051745209092,99.4,37.9,32.5,90.1,59.1
"1705","Singhpura (486)",3,35,204,28981,0.105974575858,0.000435061390328,74.9502676070001,31.9778802381011,89.1,11.3,27.7333333333333,70.9,33.1
"1706","Shampura (487)",3,35,204,28982,0.108794976206,0.000498239511132,74.9311199552294,31.9763668009888,97.2,54.3,31.8,84.5,57.7
"1707","Dharamabad (488)",3,35,204,28983,0.0728309974467,0.000287504192622,74.9287437520111,31.9985626959846,93.9,37.4,28.3,79.9,51.4
"1708","Panwan (489)",3,35,204,28984,0.0597996582875,0.000180677170874,74.9401463037121,32.0079820497236,94.2,43.6,35.9333333333333,76.3,58.9
"1709","Talwandi Hinduan (491)",3,35,204,28985,0.110492974391,0.000166161828139,74.9510363070001,31.9994531721186,95,44.3,26.6666666666667,71.5,42.2
"1710","Dala  (490)",3,35,204,28986,0.0785907177524,0.000166374916074,74.9500141832501,32.0127593996647,98.2,25,36.9333333333333,85.7,64.2
"1711","Gurchak (492)",3,35,204,28987,0.0734626919681,0.000205525233688,74.9541425833157,32.0244506668526,88.4,34.9,27.5333333333333,68.7,45.3
"1712","Mansur (493)",3,35,204,28988,0.0896042962402,0.00025885476091,74.9349558722598,32.0274640370216,90.1,17.1,32.7333333333333,73,58.6
"1714","Ghanike Bet (495)",3,35,204,28992,0.123014050223,0.000856653439506,74.9319016896195,32.0524244398409,86.7,45.2,31.5666666666667,77,67.3
"1715","Shikar (CT)",3,35,204,28993,0.153276849403,0.000578726131062,75.0626648435197,31.9735938539727,96.3,46.7,36.5,86.7,53.2
"1716","Dera Baba Nanak (M Cl)",3,35,204,800152,0.10808925105,0.000372802200463,75.0301773087704,32.0382168951587,98.6333333333333,79.95,37.1611111111111,83.8916666666667,58.8333333333333
"1717","Barwa (142)",3,39,218,32058,0.0908847282612,0.000312047131561,76.2001786180201,31.1206167506026,98.1,92.4,36.6333333333333,92,70.5
"1718","Daulatpur (143)",3,39,218,32059,0.0615688393617,0.00020451390062,76.2112017883127,31.1068095358024,97.5,71.2,37.5666666666667,93.8,74.6
"1719","Nai Mazara (145)",3,39,218,32060,0.0439325469602,0.000104101850797,76.1997520020323,31.0937975307405,97.4,92.7,39.6,96.3,72.2
"1720","Sanawa (144)",3,39,218,32061,0.0715767447824,0.000128223852091,76.1933495192705,31.095012205033,95.5,68.7,34.6333333333333,84.8,41.1
"1721","Sajawalpur (154)",3,39,218,32062,0.0498995702464,0.000110461298754,76.1841826728621,31.0921533231729,99.1,64.5,35.3333333333333,90.3,67.3
"1723","Kishanpura ( Bhakrodi) (141)",3,39,218,32064,0.0415006814309,8.64811380418e-05,76.1943479395001,31.1054851733684,97,91.4,34.5666666666667,93.3,65.5
"1724","Bhano Mazara (140)",3,39,218,32065,0.04357210421,8.88494099937e-05,76.1918374037647,31.1156259266485,100,74.1,40.8,91.6,77.1
"1725","Bhagoran (139)",3,39,218,32066,0.0499712907799,0.000111970944453,75.9255104929393,31.1409483280568,94.3,91.7,33.7,77.9,54.2
"1726","Langroya (137)",3,39,218,32067,0.0972309635091,0.000454404874175,76.1689733309987,31.1039280618883,97.8,76.7,41.9666666666667,85.1,62.8
"1727","Ramraipur (155)",3,39,218,32068,0.0453352691522,0.000134422274254,76.1719157396673,31.0855779451592,97.9,45.2,35.2666666666667,87.2,65.9
"1728","Gohlron (156)",3,39,218,32069,0.0581071686132,0.000137289509867,76.1628969746468,31.0910251320765,98.7,74.6,38.2333333333333,88,62.7
"1729","Gorakhpur (157)",3,39,218,32070,0.035651807968,4.15124349805e-05,76.1552142024871,31.0978984282174,94.7,31.9,31.7,85.9,42.1
"1730","Karimpur (158)",3,39,218,32071,0.0783776985622,0.000223511102858,76.1502713814243,31.0913139520004,97.6,48.2,34.6666666666667,90.1,65.4
"1731","Barsian (160)",3,39,218,32072,0.0608394257926,0.000208996337174,76.1305797690958,31.0853469853137,94.8,28.5,43.6333333333333,76.6,40
"1732","Jaffarpur (163)",3,39,218,32073,0.0554300847193,0.000153410340885,76.1184930932231,31.0942375110077,97.8,54.1,36.7666666666667,88.7,80.6
"1733","Hiala (165)",3,39,218,32074,0.0618570072935,0.00021360048492,76.1079733624129,31.0935553829104,99.1,56.9,41.0666666666667,83.8,66.3
"1734","Hussain Chak (166)",3,39,218,32075,0.0415343615109,9.73590552748e-05,76.094735895815,31.0926940289444,100,64.2,39.5,90.1,61.7
"1735","Begampur (164)",3,39,218,32076,0.0622526875717,0.000146939185897,76.1059490835167,31.1049254275244,97.4,32.6,33.4666666666667,79.9,57.9
"1736","Pannu Mazara (161)",3,39,218,32077,0.0512696588088,0.00015212150737,76.1378007336564,31.0971701925,96.1,60.5,36.0333333333333,72.3,49.8
"1737","Barnala Kalan (135)",3,39,218,32078,0.158415948698,0.000657746814651,76.1431070600782,31.1214629019325,99.4,92.5,38.4666666666667,91,62.6
"1738","Jethu Mazara (136)",3,39,218,32079,0.0555745719385,0.000125296614677,76.1505575235577,31.1091840778602,93.8,38.4,37.2,92.8,70.5
"1739","Sona (134)",3,39,218,32080,0.0815134770342,0.000352545802835,76.1616249888424,31.1286594156408,90.2,73.8,32.7666666666667,84.5,63.2
"1740","Chuharpur (133)",3,39,218,32081,0.0561556982362,0.000176230518007,76.1489005829589,31.1459505381841,98.7,88,41.4333333333333,84,66.9
"1741","Durgapur (127)",3,39,218,32082,0.0673442422147,0.000142017065172,76.127598708,31.1318151646166,98.2,72.2,42.6,91.2,65.1
"1742","Kulam (132)",3,39,218,32083,0.0670127300273,0.000230172977281,76.1365642394383,31.1388978235673,97.5,97.1,35.4666666666667,92.9,69.3
"1743","Gujjarpur Kalan (128)",3,39,218,32087,0.0727146864948,0.000208282402552,76.1100242285002,31.1420652596243,99.4,91,37.7666666666667,89.9,59.3
"1744","Mahalon (124)",3,39,218,32088,0.0153370775963,1.1438920542e-05,76.0983122640001,31.1269739564397,96.3,68.3,41.3,68.9,45.5
"1745","Bhangal Kalan (125)",3,39,218,32089,0.0787603401978,0.00028055151182,76.085876743334,31.1216356924628,97.1,68.5,42.3666666666667,87.5,54.4
"1746","Amargarh (119)",3,39,218,32090,0.0789666109822,0.000209075819703,76.0712487268058,31.1302273146287,98.3,57.3,43.9666666666667,91.3,65.2
"1747","Kariha (120)",3,39,218,32091,0.0951438842552,0.000586832294964,76.0656290648918,31.145445240294,97,74.2,34.5,83.8,55.3
"1748","Malpur (121)",3,39,218,32092,0.0712688965979,0.000216288277195,76.0601265258877,31.0727391404249,99.2,86.6,38.0666666666667,95,69.9
"1749","Jabbowal (122)",3,39,218,32093,0.0806603575387,0.000292337539046,76.0826359122645,31.1655007147747,97.1,68.6,38.1333333333333,88.4,63.3
"1750","Bhin (123)",3,39,218,32094,0.101744813062,0.000448864784052,76.10067582614,31.1665357976267,95,75.7,46.2,79.5,54.1
"1751","Palli Uchi (110)",3,39,218,32095,0.0724616406258,0.000245175781839,76.0840501896935,31.1791715625469,97.8,63.2,35.5333333333333,90.5,54
"1752","Bains (111)",3,39,218,32096,0.0784775271489,0.000344772859162,76.0580335744411,31.1741442859778,97.2,64.2,39.1,82.8,70.9
"1753","Kahma (112)",3,39,218,32097,0.132875723466,0.000391145937358,76.0503563724626,31.1588058628084,98,91.2,35.9666666666667,83.4,57.3
"1754","Mangowal (113)",3,39,218,32098,0.0782750520553,0.000280016125492,76.0325552432504,31.1523382821367,95,24.4,36.1666666666667,87,61.6
"1757","Naura (105)",3,39,218,32101,0.0752198161247,0.000294127541465,76.0497323590855,31.1883877894398,99.4,67.5,36.6666666666667,78.9,52.7
"1758","Palli Jhikki (109)",3,39,218,32102,0.0911552093741,0.000397178348192,76.0789327793287,31.1897212293116,92.3,75.9,40.6666666666667,89.9,69.6
"1760","Sujjon (107)",3,39,218,32104,0.0734620820866,0.000321838923527,76.0753677183505,31.2192160827033,98.8,58.2,40.9666666666667,94.8,70.4
"1761","Bhaura (106)",3,39,218,32105,0.0974885229879,0.000502549938547,76.0625471295883,31.2034776250997,97.6,56.8,40,92.1,65.8
"1762","Mahal Gehla (45)",3,39,218,32106,0.132327614586,0.000540862424292,76.0368556092923,31.202407827105,97.3,67.6,36.2333333333333,84.3,52.4
"1763","Thandian (102)",3,39,218,32107,0.068670938488,0.000224601739742,76.0246125989333,31.1835417161124,97.3,37.4,37.0666666666667,89.9,58.7
"1764","Khamachon (101)",3,39,218,32108,0.0722703699593,0.000180038865952,76.0196201605441,31.1921537262175,99.3,67.1,37.5666666666667,92,57.8
"1765","Khatkar Khurd (79)",3,39,218,32110,0.0536337157043,0.000130453013722,75.9822259941662,31.1954158200805,99.3,71,38.2,91.9,60.3
"1766","Hapowal (78)",3,39,218,32111,0.0499725184966,9.73345819787e-05,75.9715683453075,31.2038029987667,98.1,70.6,42.1,88.4,57.9
"1767","Heon (47)",3,39,218,32112,0.115839551734,0.000463335547172,75.9824682878647,31.2115251545859,98.1,70.5,41.2,83.4,50.2
"1768","Kajla (46)",3,39,218,32113,0.051849443309,0.000151422949568,76.0058014689449,31.2056853514483,99.6,90.6,35.6333333333333,86.4,69.2
"1769","Ladhana Jhikka (43)",3,39,218,32114,0.116315254659,0.00032346844373,76.0210119930002,31.2140749894818,98,77.8,43.6,89.3,64.6
"1770","Ladhana Ucha (44)",3,39,218,32115,0.0999516152407,0.000427576581744,76.039207309747,31.2233343958353,97.2,94.3,40.6,90.7,73.1
"1771","Pathlawa (41)",3,39,218,32116,0.0894833593502,0.000400998297626,76.0196243233257,31.2435071482788,98.9,66.1,41.6666666666667,92.3,72.9
"1773","Gujjarpur Khurd (40)",3,39,218,32118,0.0430191034364,8.59628441997e-05,76.0065241351022,31.236801714077,95.2,50,38.1,97.6,83.3
"1774","Paddi Matwali (39)",3,39,218,32119,0.0705725383055,0.000239938911913,76.0053051153236,31.2217271003811,95.8,83.5,35.6,79,56.1
"1775","Gobindpur (38)",3,39,218,32120,0.108134330109,0.000516223645718,75.9910308557643,31.2305795780785,98.3,65,39.9666666666667,89.3,66.1
"1776","Atari (37)",3,39,218,32121,0.0609083644023,0.000160511550908,75.9936388788152,31.2490404876637,98.4,62,34.6333333333333,77.6,52.7
"1777","Rampur (36)",3,39,218,32122,0.047010615495,0.000121972750236,75.9818252537268,31.2516529641156,97.6,73.3,36.9333333333333,93.9,60
"1778","Balon (35)",3,39,218,32123,0.071626382554,0.000282183038818,75.9748615921529,31.2414967073511,97.4,59.6,38.4333333333333,93.5,67.3
"1779","Sal Kalan (48)",3,39,218,32124,0.0457819501598,8.0589001442e-05,75.9770018239566,31.2254981581325,98,55.5,36.7,88.8,57.6
"1780","Sal Khurd (49)",3,39,218,32125,0.0358211559841,6.05938775695e-05,75.971982297437,31.2234137422034,91.7,36.9,36.9333333333333,86.9,50
"1781","Jandiala (50)",3,39,218,32126,0.124198958087,0.000802720577098,75.9507444634118,31.2266067081928,98.2,86.9,32.4666666666667,91.1,50.5
"1782","Ladian   (34)",3,39,218,32127,0.076770965311,0.000337425969827,75.9589144867583,31.2475161820188,95.9,78,37.9,90.4,83.6
"1783","Katarian (33)",3,39,218,32128,0.0915517076018,0.000372311874234,75.9420126121225,31.2522248257903,94.4,70.3,44.1666666666667,91.6,73.9
"1784","Bulakipur (26)",3,39,218,32129,0.0551961528577,0.000149958837944,75.9311073898535,31.2317764993716,100,79.5,41,94.9,87.2
"1785","Godani (25)",3,39,218,32130,0.0699680919769,0.000176752867215,75.9264444680214,31.2221733359314,97.2,68.9,25.8,69.9,46.3
"1786","Kaleran (51)",3,39,218,32132,0.0633470950224,0.000250599824598,75.9543448893501,31.2086527306968,96.6,69.5,37.7666666666667,86.6,58.4
"1787","Baharwal (77)",3,39,218,32133,0.0806245217314,0.00024759945357,75.9621463413974,31.197319074232,99.2,65.2,40.7333333333333,94.2,70.7
"1788","Dhahan  (56)",3,39,218,32134,0.0763359289397,0.000265894094416,75.9389581444751,31.1933617568926,97.4,5.6,41.2666666666667,92.5,68
"1789","Bisla (53)",3,39,218,32135,0.056346361547,0.000146363642649,75.9338866315498,31.2035007314445,97,4.6,38.6666666666667,87.4,54.7
"1790","Jhander Kalan (23)",3,39,218,32137,0.0677773267289,0.000189289972666,75.929084733529,31.2130506906892,98.9,73.3,42,93,75.6
"1791","Jhander Khurd (22)",3,39,218,32138,0.0419992812528,0.000106913422798,75.9174845229445,31.2118503827166,96.4,56.6,39.3666666666667,83.7,54.2
"1792","Mallah Sodhian (54)",3,39,218,32139,0.0536190784496,0.000148225251496,75.9175580582195,31.2003507545871,98.7,68.4,36.4333333333333,87.6,68.4
"1793","Behram (20)",3,39,218,32140,0.117597917691,0.000655589770491,75.8940971182101,31.2032068090424,93.7,61.2,35.2666666666667,73.9,48.7
"1794","Anokharwal (21)",3,39,218,32141,0.0644004075817,0.000177672766134,75.9001429831689,31.2178407056012,100,79.1,42.7666666666667,87.3,67.3
"1796","Maksudpur (27)",3,39,218,32143,0.088378867082,0.000170417080272,75.9186662667198,31.2284989935943,97.9,74.4,40.1,95.8,79.8
"1797","Kangraur (32)",3,39,218,32144,0.124906734629,0.000632912596864,75.9250800930001,31.2602249789104,96,70.3,38.8666666666667,92.7,80.2
"1798","Cheta (31)",3,39,218,32145,0.095904515916,0.000329712569854,75.9062849217336,31.273428816582,96,56.2,47.7666666666667,90,73.1
"1800","Bharoli (30)",3,39,218,32147,0.0799673057532,0.00034406216718,75.8889102438354,31.2431198793017,98.5,32.2,35.8,83.5,55.5
